0;5.69858e-006
1;6.06566e-006
2;5.26586e-006
3;9.57942e-006
4;1.31803e-005
5;2.59333e-005
6;1.30402e-005
7;2.22669e-005
8;9.67886e-006
9;0.0275484
10;1.00948e-005
11;0.0242538
12;3.06686e-005
13;7.48487e-006
14;8.81073e-006
15;7.98919e-006
16;1.28685e-005
17;8.59157e-006
18;9.64653e-006
19;1.02017e-005
20;5.6777e-006
21;5.21292e-006
22;6.4436e-006
23;5.54797e-006
24;4.47674e-006
25;2.6872e-006
26;2.30156e-006
27;3.72938e-006
28;3.13501e-006
29;3.84531e-006
30;5.94266e-006
31;5.85635e-006
32;1.07663e-005
33;5.92411e-006
34;2.48699e-005
35;8.93742e-006
36;1.24634e-005
37;4.08312e-006
38;6.27157e-006
39;6.59839e-006
40;4.22052e-006
41;5.20485e-006
42;4.67705e-006
43;6.0295e-006
44;3.88352e-006
45;1.94773e-006
46;1.71802e-006
47;2.21505e-006
48;2.73703e-006
49;2.92644e-006
50;1.79984e-005
51;4.32196e-005
52;1.43059e-005
53;0.0233076
54;3.22081e-005
55;7.51307e-006
56;1.32707e-005
57;0.0329641
58;6.37738e-006
59;9.86565e-006
60;1.66872e-005
61;1.57442e-005
62;2.10056e-005
63;1.3517e-005
64;8.71762e-006
65;8.0867e-006
66;7.54355e-006
67;1.02528e-005
68;1.40914e-005
69;2.26967e-005
70;4.27381e-006
71;1.27854e-005
72;5.11974e-006
73;4.16595e-006
74;1.95521e-005
75;4.58315e-006
76;4.4422e-006
77;3.32534e-006
78;1.22422e-005
79;5.28819e-006
80;1.44331e-005
81;7.50279e-006
82;9.94819e-006
83;6.41629e-006
84;9.95186e-006
85;9.98703e-006
86;1.01949e-005
87;6.04695e-006
88;3.0685e-005
89;1.28908e-005
90;1.93653e-005
91;1.54245e-005
92;7.5468e-006
93;0.0623854
94;0.00075465
95;2.06664e-005
96;1.00902e-005
97;6.6526e-006
98;6.52884e-006
99;0.02894
100;3.78991e-006
101;3.36414e-006
102;3.66027e-006
103;4.1638e-006
104;4.33104e-006
105;0.0795946
106;3.85677e-005
107;1.01888e-005
108;5.12678e-006
109;1.81483e-005
110;3.65224e-006
