0;0.00127076
1;0.0024653
2;-0.00215423
3;0.00328187
4;-0.00221374
5;-0.00637306
6;0.000774725
7;0.000950982
8;-0.000690345
9;-0.00136398
10;-0.00295573
11;0.00185332
12;-0.00588994
13;0.0010898
14;-0.00169266
15;0
16;-0.00213983
17;-0.00221903
18;0.00215388
19;-0.000354048
20;-0.00427394
21;0
22;-0.0029483
23;0.000716026
24;0
25;0
26;0.000393504
27;0.00203151
28;0.00499595
29;0.00183168
30;0.00313109
31;0
32;-0.00139132
33;0.000807301
34;0.00216757
35;-0.00359251
36;0.00256065
37;-0.00213838
38;0.00108574
39;-0.00295395
40;-0.00178681
41;-0.0016393
42;0.00275815
43;-0.0039154
44;0.00412129
45;0.00698947
46;0.00183853
47;0.00330083
48;-0.00579268
49;0.00141528
50;-0.00126951
51;0
52;0
53;0.00312078
54;0.00398468
55;-0.00345955
56;-0.00159421
57;-0.000490688
58;-0.00340995
59;-0.00318198
60;0.00185475
61;0.0030868
62;0.00160402
63;-0.00230158
64;-0.00394453
65;0.00248487
66;0
67;0.00382437
68;-0.00787419
69;0.00311621
70;-0.000873802
71;0.000382908
72;0.00289433
73;-0.000572539
74;-0.00546379
75;0.000403879
76;-0.00106689
77;0.00469338
78;-0.00174389
79;-0.000529064
80;0
81;0.000735352
82;0.00334862
83;-0.000936713
84;0.000378755
85;-0.00444562
86;-0.00051713
87;-0.00118209
88;0.00187899
89;0
90;0.00169402
91;0.000536816
92;0.000337365
93;-0.0068362
94;0.0006559
95;-0.00174464
96;-0.000641423
97;-0.00270473
98;-0.00434856
99;-0.00138199
100;0.00159058
101;0
102;0.00543357
103;-0.00213396
104;-0.00133624
105;-0.00260454
106;0.00387505
107;-0.000492145
108;0.00438667
109;0.00110629
110;-0.00337909
111;-0.00153424
112;-0.00175732
113;0
114;-0.00332463
115;-0.00422224
116;-0.000467594
117;-0.00488567
118;0.00293818
119;-0.00607324
120;-0.00101341
121;-0.000277639
122;0.000685896
123;0.00458998
124;0.0015239
125;0.000345495
126;0
127;-0.000801742
128;0
129;0.00172747
130;0.00340879
131;-0.00125496
132;0.00536822
133;-0.00660133
134;0.00258313
135;-0.000343213
136;0.00248179
137;0.00212373
138;-0.00068609
139;0
140;-0.00284793
141;-0.00104129
142;-0.00464482
143;-0.00543783
144;0.00037747
145;-0.00107692
146;-0.0006863
147;-0.000410201
148;-0.00380331
149;-0.000834594
150;-0.00404712
151;0.0012789
152;0.00231523
153;0.00212903
154;-0.00299342
155;0.0031676
156;0.00244095
157;-0.00492936
158;0.00357605
159;-0.00716074
160;0.00110375
161;-0.000774681
162;-0.00255937
163;0.00508442
164;-0.00451076
165;0.000898124
166;0.00121534
167;0
168;0.000347628
169;-0.00440148
170;-0.00493597
171;0.00289902
172;-0.00360576
173;-0.0038151
174;0.00131247
175;-0.00375237
176;0
177;0
178;0.00159505
179;-0.000937185
180;0.00493389
181;-0.00188631
182;-0.00511406
183;0.00133879
184;0
185;0.00113731
186;0
187;-0.00288319
188;-0.00151687
189;0
190;0.0055642
191;-0.000671045
192;-0.000351374
193;-0.00205684
194;0.00240957
195;-0.00145259
196;0.00195395
197;-0.00387515
198;0.00611753
199;-0.00630827
200;0.00051672
201;-0.000500254
202;0.00451729
203;-0.000370357
204;-0.000835941
205;-0.00349284
206;-0.00157874
207;-0.00396726
208;-0.00548047
209;0.00117609
210;-0.00319173
211;-0.00469119
212;-0.00215509
213;-0.00556523
214;-0.00250738
215;0.000522963
216;0.00214925
217;0.00655286
218;0.00110538
219;0.00116032
220;0.000752811
221;0
222;-0.00593303
223;0.00243795
224;-0.00837623
225;0
226;-0.00403802
227;-0.0017625
228;0.00365732
229;-0.000533135
230;-0.00099015
231;-0.00197928
232;-0.00501142
233;-0.0083894
234;-0.00232054
235;0.00339072
236;0
237;-0.00280898
238;-0.000903626
239;0.00195539
240;-0.00473016
241;0.00351153
242;-0.00188251
243;0.00438985
244;-0.000875984
245;0.00289008
246;0.00236844
247;0.00116569
248;0.0029698
249;-0.000620968
250;-0.00216901
251;-0.00189108
252;0.00337545
253;0.00150472
254;-0.000921492
255;0.00608913
256;0.000916165
257;0.00159417
258;-0.00029285
259;0.000312939
260;0.000412593
261;0.00495963
262;-0.00127884
263;0.000685212
264;-0.00126302
265;0.000862681
266;-0.00228416
267;0.00218173
268;0
269;0.00149706
270;0.000432495
271;-0.00185469
272;0.000289151
273;-0.00464378
274;-0.00190054
275;-0.00475337
276;-0.00373407
277;-0.00359921
278;-0.0004355
279;-0.000695836
280;0.00357975
281;-0.00457747
282;-0.00236679
283;0.00102486
284;-0.00649989
285;-0.00473125
286;0
287;0.000728865
288;0.000878949
289;0.00131398
290;-0.00437237
291;-0.00158197
292;0.00726157
293;-0.00364388
294;-0.00222728
295;-0.00304358
296;0.00169652
