-0.051354,0.626255,-0.714999,-0.51801,0.211582,-0.640583,-0.2472,-0.341621,0.202527,0.045284,-0.267469,0.012958,-0.199557,0.129001,-0.11641,0.088945,-0.080638,-0.178859,-0.318782,-0.159608,-0.114217,-0.224708,-0.051331,-0.165295,-0.062513,-0.109,-0.157712,-0.003812,-0.136293,-0.148474,-0.065147,-0.129543,-0.146633,-0.076816,-0.148005,-0.090291,-0.241943,-0.159218,-0.067213,-0.049502,-0.157905,-0.238549,-0.081281,-0.251429,-0.194706,-0.166919,-0.030591,-0.080861,-0.058349,-0.117533,-0.063161,0.012377,-0.108419,-0.093921,-0.091596,-0.071797,-0.097369,-0.052353,-0.050099,-0.043723,-0.171526,-0.114228,-0.06083,-0.064988,-0.114732,-0.106151,-0.179684,-0.095041,-0.123468,-0.086389,-0.116893,-0.120472,-0.06472,-0.134791,-0.158256,-0.101154,-0.132475,-0.110617,-0.109597,-0.121591,-0.14295,-0.134926,-0.080652,-0.130624,-0.118642,-0.077337,-0.137272,-0.124269,-0.102421,-0.051371,-0.102745,-0.154214,-0.109769,-0.077882,-0.072856,-0.126897,-0.076957,-0.15734,-0.093394,-0.063104,-0.087348,-0.088771,-0.087332,-0.076555,-0.118956,-0.081271,-0.123489,-0.090855,-0.123785,-0.085792,-0.091681,-0.097395,-0.119727,-0.136496,-0.095587,-0.071291,-0.123141,-0.117647,-0.121598,-0.085421,-0.090611,-0.095108,-0.108185,-0.113976,-0.130553,-0.11189,-0.114216,-0.119486,-0.143122,-0.109957,-0.08714,-0.112431,-0.099921,-0.109695,-0.128957,-0.098499,-0.140229,-0.104218,-0.107019,-0.116684,-0.115066,-0.086008,-0.120589,-0.125643,-0.114131,-0.120929,-0.104612,-0.117669,-0.096902,-0.102756,-0.128815,-0.08064,-0.126899,-0.115662,-0.109154,-0.113961
-0.132338,0.549447,-0.650891,-0.422511,0.070681,-0.556745,-0.371798,-0.236844,0.031925,0.235917,-0.200135,0.017427,-0.06497,-0.036968,-0.016927,-0.078687,-0.13317,-0.069659,-0.167977,-0.273813,-0.210558,-0.19603,-0.015618,-0.122453,0.005919,-0.152684,-0.058606,-0.036994,-0.243215,-0.171488,-0.079078,-0.08349,-0.095561,-0.172042,-0.07021,-0.114859,-0.258413,-0.134448,-0.027559,-0.093566,-0.177582,-0.0924,-0.144741,-0.128252,-0.041899,-0.133595,-0.074277,-0.104005,-0.115542,-0.119679,-0.14737,-0.090347,-0.184153,-0.087052,-0.147379,-0.104329,-0.07496,-0.138767,-0.146957,-0.089478,-0.107579,-0.131977,-0.093956,-0.15445,-0.117576,-0.109902,-0.145512,-0.08934,-0.097157,-0.033538,-0.060482,-0.104397,-0.119473,-0.105403,-0.072927,-0.089845,-0.123492,-0.147726,-0.085978,-0.160522,-0.130306,-0.122614,-0.095435,-0.116934,-0.153388,-0.091319,-0.144765,-0.16938,-0.084731,-0.129859,-0.105188,-0.151357,-0.101104,-0.144342,-0.108216,-0.150914,-0.106816,-0.075873,-0.131371,-0.073036,-0.113066,-0.064696,-0.148542,-0.108228,-0.137944,-0.100184,-0.136964,-0.090486,-0.099869,-0.059844,-0.10209,-0.111496,-0.106827,-0.106827,-0.109731,-0.112433,-0.097057,-0.087985,-0.111502,-0.090248,-0.15111,-0.101282,-0.123576,-0.116319,-0.110707,-0.135554,-0.095494,-0.13313,-0.124485,-0.09266,-0.134018,-0.116022,-0.15195,-0.110719,-0.120146,-0.133687,-0.123224,-0.114963,-0.11588,-0.114538,-0.125528,-0.09386,-0.075946,-0.125605,-0.114286,-0.118299,-0.113321,-0.109167,-0.120679,-0.123948,-0.111949,-0.111649,-0.104017,-0.084321,-0.113636,-0.115377
-0.101078,0.485055,-0.67596,-0.439205,0.121973,-0.646662,-0.412093,-0.346065,0.047101,0.24599,-0.305492,-0.059731,-0.005767,-0.010029,-0.08878,-0.124166,-0.086103,-0.104995,-0.160295,-0.160668,-0.12871,-0.249592,-0.04851,-0.121572,-0.050979,-0.048834,-0.084602,-0.09401,-0.1876,-0.194004,-0.087899,-0.169279,-0.127774,-0.142836,-0.145414,-0.10542,-0.109348,-0.212221,-0.033624,-0.071708,-0.136325,-0.196061,-0.089409,-0.093961,-0.136117,-0.091113,-0.069202,-0.073,-0.127373,-0.093881,-0.059692,-0.134487,-0.207223,-0.082065,-0.198105,-0.074671,-0.104161,-0.121318,-0.118908,-0.041828,-0.105379,-0.163195,-0.001685,-0.077555,-0.126626,-0.072476,-0.135502,-0.062032,-0.096933,-0.102511,-0.106403,-0.133761,-0.06995,-0.090051,-0.05871,-0.098872,-0.105564,-0.072038,-0.132962,-0.168529,-0.130181,-0.129583,-0.107556,-0.125874,-0.087279,-0.086414,-0.102123,-0.132601,-0.100929,-0.139299,-0.105329,-0.075931,-0.12542,-0.102248,-0.128628,-0.132888,-0.080624,-0.051949,-0.15748,-0.114392,-0.083421,-0.102158,-0.133128,-0.120954,-0.126601,-0.080335,-0.117332,-0.104145,-0.130597,-0.090382,-0.10171,-0.079462,-0.115412,-0.115258,-0.077916,-0.08945,-0.07475,-0.095096,-0.122108,-0.113614,-0.081197,-0.128429,-0.106266,-0.123007,-0.160617,-0.114788,-0.134423,-0.104765,-0.112566,-0.105212,-0.117053,-0.125489,-0.130864,-0.127958,-0.116022,-0.132465,-0.111254,-0.108036,-0.111402,-0.076631,-0.124852,-0.092537,-0.070339,-0.108577,-0.141763,-0.141673,-0.123305,-0.117624,-0.114212,-0.086534,-0.101062,-0.12398,-0.081136,-0.091971,-0.10543,-0.117066
-0.023236,0.239636,-0.249972,-0.324388,0.080383,-0.657456,-0.159281,-0.14419,-0.066737,0.02359,-0.063463,0.061567,-0.178906,0.024831,-0.093167,-0.083458,-0.21785,-0.095652,-0.039343,-0.2488,0.041336,-0.210947,-0.011833,-0.098231,-0.232797,-0.166772,-0.026862,0.028935,-0.077668,-0.109492,-0.170217,0.011388,-0.066018,-0.074365,-0.132544,-0.190803,-0.008737,-0.043184,-0.043509,-0.247408,-0.083752,-0.096041,-0.15109,-0.182434,-0.210515,-0.201256,-0.095965,-0.08572,-0.140323,-0.089281,-0.086443,-0.114371,-0.070062,-0.074705,-0.178836,-0.141423,-0.115813,-0.184529,-0.080461,-0.103004,-0.046952,-0.092789,-0.12118,-0.028847,-0.036456,-0.080167,-0.051228,-0.131205,-0.115632,-0.086065,-0.069816,-0.110987,-0.084918,-0.113885,-0.175673,-0.071046,-0.114882,-0.119411,-0.080297,-0.110064,-0.049274,-0.157473,-0.099105,-0.127872,-0.085174,-0.117813,-0.081358,-0.076655,-0.117522,-0.146321,-0.068045,-0.097113,-0.104217,-0.10067,-0.154975,-0.12759,-0.107859,-0.179599,-0.07064,-0.085239,-0.130355,-0.097936,-0.094188,-0.077569,-0.09614,-0.145339,-0.106373,-0.084717,-0.112467,-0.081382,-0.1062,-0.07915,-0.095033,-0.105784,-0.115559,-0.076493,-0.142354,-0.125741,-0.129896,-0.06455,-0.118776,-0.112422,-0.12608,-0.10379,-0.109674,-0.110789,-0.120937,-0.11672,-0.094013,-0.123116,-0.129353,-0.158103,-0.103872,-0.106509,-0.117492,-0.147536,-0.103662,-0.120213,-0.090904,-0.111309,-0.113351,-0.130717,-0.127527,-0.098288,-0.08126,-0.09801,-0.122346,-0.127309,-0.119991,-0.105099,-0.105838,-0.087599,-0.12228,-0.108233,-0.097523,-0.093561
0.069407,0.421492,-0.43441,-0.368794,0.179813,-0.691821,-0.157239,-0.196959,0.206118,0.144752,-0.266774,0.075422,-0.291788,0.026156,-0.133626,0.030603,-0.243014,-0.125117,-0.138346,-0.185434,-0.027174,-0.173941,-0.009771,-0.084808,-0.154222,-0.057279,-0.023116,-0.039809,-0.127627,-0.109389,-0.141113,-0.060535,-0.095153,-0.013913,-0.149335,-0.219609,-0.161786,-0.109928,-0.106091,-0.095848,-0.181431,-0.213808,-0.127022,-0.207964,-0.082872,-0.116956,-0.116799,-0.11565,-0.098616,-0.174835,-0.15598,-0.104926,-0.185187,-0.075427,-0.111874,-0.092175,-0.13179,-0.071958,-0.08517,-0.032726,-0.130875,-0.110545,-0.128592,-0.055112,-0.062585,-0.096813,-0.113655,-0.123351,-0.067324,-0.071593,-0.103803,-0.131739,-0.119864,-0.132717,-0.086658,-0.112273,-0.100012,-0.105781,-0.113369,-0.156286,-0.11423,-0.106249,-0.085819,-0.099811,-0.101161,-0.104509,-0.069676,-0.114217,-0.104585,-0.134201,-0.110597,-0.116518,-0.099502,-0.097656,-0.122293,-0.08824,-0.135182,-0.123108,-0.085509,-0.113671,-0.090606,-0.111641,-0.158415,-0.131331,-0.074485,-0.144955,-0.082559,-0.107138,-0.11205,-0.098277,-0.128694,-0.100171,-0.101317,-0.102892,-0.111701,-0.115939,-0.117548,-0.113723,-0.110185,-0.112347,-0.160927,-0.108833,-0.104219,-0.117139,-0.112957,-0.117906,-0.102808,-0.119629,-0.125666,-0.09385,-0.137266,-0.134346,-0.135503,-0.103269,-0.093805,-0.114694,-0.122624,-0.13741,-0.106306,-0.120553,-0.084732,-0.105847,-0.141981,-0.077341,-0.109266,-0.106291,-0.12986,-0.097393,-0.121448,-0.107619,-0.108269,-0.141014,-0.112839,-0.095325,-0.113758,-0.12814
0.01791,0.529278,-0.605769,-0.374771,0.160507,-0.614052,-0.244245,-0.185078,0.046108,0.158346,-0.202337,0.034234,-0.169255,0.060633,-0.020346,0.041285,-0.283054,-0.060494,-0.165235,-0.270562,-0.039004,-0.137659,-0.000144,-0.2304,-0.089108,0.008047,0.002883,-0.007698,-0.117486,-0.155522,-0.095044,-0.07984,-0.126027,-0.099931,-0.071591,-0.235151,-0.150939,-0.075554,-0.105353,-0.115527,-0.10159,-0.114497,-0.110515,-0.167344,-0.086137,-0.145271,-0.096656,-0.113731,-0.090653,-0.179169,-0.056488,-0.070521,-0.139663,-0.04748,-0.108756,-0.156784,-0.065939,-0.116429,-0.048393,-0.07003,-0.085214,-0.101953,-0.051729,-0.03726,-0.0892,-0.079424,-0.066061,-0.119721,-0.08974,-0.11515,-0.148266,-0.127785,-0.094363,-0.154789,-0.127233,-0.134108,-0.087603,-0.084097,-0.131248,-0.111656,-0.077222,-0.119804,-0.097135,-0.093996,-0.125815,-0.169378,-0.143979,-0.138579,-0.148928,-0.110753,-0.112843,-0.088999,-0.070022,-0.100894,-0.109317,-0.134232,-0.067007,-0.076451,-0.108516,-0.121882,-0.11556,-0.128574,-0.139183,-0.135247,-0.053686,-0.117095,-0.121082,-0.138923,-0.129889,-0.082526,-0.109396,-0.11935,-0.102903,-0.109374,-0.117291,-0.103256,-0.075014,-0.080162,-0.104011,-0.109292,-0.082818,-0.116948,-0.119734,-0.120932,-0.122724,-0.147602,-0.109675,-0.110964,-0.101986,-0.134075,-0.138545,-0.100773,-0.106212,-0.096393,-0.075108,-0.115254,-0.107363,-0.108784,-0.134746,-0.095494,-0.112203,-0.067486,-0.106478,-0.089766,-0.115364,-0.130435,-0.130975,-0.117759,-0.084233,-0.087494,-0.128569,-0.094444,-0.106955,-0.132416,-0.090688,-0.087894
0.061179,0.394909,-0.280056,-0.443672,0.140635,-0.572028,-0.259237,-0.314078,0.101074,0.136978,-0.252005,0.044525,-0.189927,0.079222,-0.199288,-0.017975,-0.152361,-0.244271,-0.060983,-0.125876,-0.013928,-0.064979,-0.135192,-0.084853,-0.161222,-0.068382,-0.043477,-0.002805,-0.109923,-0.196524,-0.095622,-0.041482,-0.122104,-0.193487,-0.184766,-0.148093,-0.181208,-0.132542,-0.063304,-0.071032,-0.070343,-0.109479,-0.116898,-0.143447,-0.066952,-0.185043,-0.113615,-0.101151,-0.096395,-0.091784,-0.096199,-0.049071,-0.102094,-0.089293,-0.142093,-0.129972,-0.161191,-0.075318,-0.096135,-0.091831,-0.124199,-0.135796,-0.109111,-0.09821,-0.162274,-0.086045,-0.072908,-0.114647,-0.138975,-0.14883,-0.127181,-0.115514,-0.14695,-0.1249,-0.141687,-0.112533,-0.14816,-0.131625,-0.107675,-0.108956,-0.10856,-0.102641,-0.106445,-0.074801,-0.123104,-0.149803,-0.133076,-0.088078,-0.056401,-0.090641,-0.079039,-0.126376,-0.099996,-0.118302,-0.111211,-0.091096,-0.107814,-0.144715,-0.089332,-0.139238,-0.115569,-0.132476,-0.087069,-0.128219,-0.116222,-0.135804,-0.136637,-0.113077,-0.135743,-0.072909,-0.085043,-0.123396,-0.088437,-0.096878,-0.09627,-0.112903,-0.105258,-0.140655,-0.069624,-0.086926,-0.101913,-0.123486,-0.080903,-0.085604,-0.123592,-0.102798,-0.083315,-0.10337,-0.108189,-0.087212,-0.093127,-0.108575,-0.114341,-0.113442,-0.124048,-0.108839,-0.090607,-0.088387,-0.094156,-0.122041,-0.101229,-0.137768,-0.116328,-0.113537,-0.074666,-0.098714,-0.11669,-0.092513,-0.11001,-0.141479,-0.1012,-0.11251,-0.109258,-0.107896,-0.125541,-0.104541
0.168678,0.395456,-0.250833,-0.477208,0.251763,-0.628923,-0.230365,-0.371851,0.012046,0.13329,-0.265496,0.04748,-0.155135,0.059377,-0.208293,-0.01746,-0.046639,-0.218601,-0.138322,-0.077862,-0.036709,-0.058095,-0.090953,-0.103469,-0.103302,-0.065111,-0.088467,-0.045067,-0.089427,-0.170688,-0.157009,-0.136326,-0.058205,-0.176827,-0.150858,-0.149539,-0.155748,-0.0833,-0.102277,-0.051102,-0.07613,-0.111317,-0.111008,-0.164302,-0.061979,-0.143631,-0.071167,-0.158532,-0.130453,-0.12504,-0.06016,-0.07576,-0.122438,-0.124928,-0.079559,-0.081671,-0.151697,-0.106204,-0.070408,-0.111606,-0.147629,-0.150092,-0.079164,-0.120747,-0.153224,-0.111019,-0.087444,-0.097683,-0.11211,-0.085961,-0.098666,-0.090346,-0.116296,-0.109046,-0.159198,-0.143178,-0.092365,-0.139461,-0.102128,-0.064166,-0.092273,-0.088413,-0.093528,-0.104088,-0.14209,-0.110755,-0.064774,-0.073276,-0.080461,-0.136549,-0.106862,-0.128158,-0.089319,-0.102813,-0.119034,-0.103116,-0.11741,-0.116817,-0.097731,-0.141818,-0.135357,-0.138324,-0.081898,-0.110679,-0.124573,-0.135447,-0.109299,-0.106204,-0.122201,-0.086385,-0.103785,-0.114001,-0.101747,-0.109742,-0.13104,-0.080633,-0.117137,-0.148072,-0.098548,-0.113603,-0.08146,-0.123106,-0.114923,-0.105344,-0.098648,-0.099391,-0.087808,-0.085894,-0.110537,-0.109274,-0.105104,-0.114345,-0.110102,-0.113127,-0.107131,-0.124299,-0.08718,-0.073522,-0.107498,-0.128439,-0.117989,-0.131065,-0.090109,-0.123592,-0.101194,-0.113876,-0.113163,-0.097501,-0.123609,-0.109818,-0.105455,-0.130023,-0.100553,-0.112516,-0.106879,-0.115668
0.197388,0.371562,-0.276042,-0.462531,0.084921,-0.515649,-0.221855,-0.331314,0.047727,0.069076,-0.214598,0.043835,-0.205972,0.002906,-0.26843,0.017191,-0.102953,-0.157202,-0.088113,-0.212703,0.041589,-0.113576,-0.103172,-0.210817,-0.139852,-0.156343,0.015177,-0.042983,-0.093115,-0.127303,-0.093544,-0.055891,-0.117907,-0.126384,-0.151662,-0.094231,-0.187885,-0.066721,0.003926,-0.135282,-0.042633,-0.108488,-0.078936,-0.139708,-0.108277,-0.196731,-0.089428,-0.082678,-0.109308,-0.116558,-0.053444,-0.080256,-0.083238,-0.123599,-0.134364,-0.118134,-0.131916,-0.146195,-0.059515,-0.080969,-0.103688,-0.169804,-0.051594,-0.158505,-0.08746,-0.09146,-0.125245,-0.114797,-0.110131,-0.144233,-0.067771,-0.108795,-0.094621,-0.075718,-0.137429,-0.132446,-0.071718,-0.132077,-0.145692,-0.13581,-0.081114,-0.141904,-0.140855,-0.080269,-0.092273,-0.135657,-0.128929,-0.104639,-0.140623,-0.09723,-0.101709,-0.085023,-0.122418,-0.092887,-0.104841,-0.100533,-0.139877,-0.093713,-0.059161,-0.165136,-0.111804,-0.118727,-0.101222,-0.096339,-0.11588,-0.144736,-0.140746,-0.117608,-0.109923,-0.160473,-0.1371,-0.096845,-0.083129,-0.085293,-0.092344,-0.124657,-0.085235,-0.106804,-0.081095,-0.125679,-0.127326,-0.139359,-0.117166,-0.083793,-0.074287,-0.111623,-0.109539,-0.119948,-0.08919,-0.114498,-0.107302,-0.125665,-0.092646,-0.137272,-0.078023,-0.090813,-0.090224,-0.113968,-0.117227,-0.115867,-0.133257,-0.113946,-0.115643,-0.117644,-0.121253,-0.088614,-0.100475,-0.094723,-0.115662,-0.120798,-0.124494,-0.099329,-0.117164,-0.108561,-0.123611,-0.095911
0.12309,0.325849,0.004095,-0.402284,-0.008655,-0.610102,-0.265357,-0.330897,0.098856,0.010646,-0.187419,-0.017507,-0.149298,0.160385,-0.192743,-0.132826,-0.114706,-0.201851,-0.077495,-0.210462,0.080449,-0.120113,-0.08586,-0.086286,-0.144527,-0.234917,-0.013173,0.015939,-0.126952,-0.120917,-0.050969,0.005018,-0.109777,-0.033718,-0.16063,-0.168999,-0.1529,-0.017477,-0.025693,-0.196821,-0.142468,-0.103899,-0.025154,-0.109268,-0.093565,-0.206779,-0.104441,-0.113445,-0.10875,-0.104035,-0.105929,-0.141082,-0.060356,-0.178426,-0.134495,-0.159245,-0.110462,-0.101462,-0.161151,-0.081475,-0.094272,-0.125737,-0.058858,-0.103422,-0.092668,-0.146979,-0.1486,-0.155342,-0.084238,-0.111729,-0.128707,-0.095466,-0.028967,-0.096074,-0.110524,-0.115916,-0.097619,-0.120577,-0.103457,-0.135589,-0.048162,-0.135253,-0.164849,-0.136981,-0.070402,-0.106178,-0.169353,-0.150404,-0.111294,-0.105593,-0.056565,-0.100306,-0.087734,-0.111559,-0.120237,-0.072319,-0.118339,-0.116442,-0.080488,-0.117869,-0.134508,-0.118456,-0.141862,-0.089829,-0.130699,-0.082415,-0.088084,-0.065347,-0.090071,-0.113906,-0.103219,-0.105953,-0.110203,-0.140958,-0.120987,-0.093003,-0.111985,-0.100513,-0.150706,-0.071888,-0.108943,-0.108735,-0.081426,-0.089423,-0.070493,-0.093927,-0.086824,-0.132641,-0.138079,-0.11101,-0.072705,-0.090631,-0.108717,-0.115866,-0.104469,-0.086769,-0.123482,-0.114918,-0.114191,-0.122887,-0.125748,-0.101284,-0.09131,-0.082226,-0.138755,-0.099646,-0.125695,-0.103978,-0.117794,-0.119019,-0.146727,-0.115966,-0.104644,-0.135108,-0.123315,-0.085452
